time,status_code,response_time
2018-07-11T18:40:01.512812,200,1.194467
2018-07-11T18:40:03.766053,200,0.245415
2018-07-11T18:40:06.012689,200,0.237404
2018-07-11T18:40:08.928739,200,0.907969
