time,status_code,response_time
2018-07-11T10:47:07.116030,400,0.104446
2018-07-11T10:47:18.661838,400,1.529432
2018-07-11T10:47:29.513712,400,0.833245
2018-07-11T10:47:40.469854,400,0.938452
2018-07-11T10:47:50.645538,400,0.158257
